sale_id,order_number,quantity_ordered,price_each,sales,order_date,status,qtr_id,month_id,year_id,product_line,product_code,customer_name,city,state,postal_code,country,deal_size,data_quality_score,created_timestamp
1355,10245,45,59.87,2694.15,2004-05-04,Shipped,2,5,2004,Vintage Cars,S18_4668,Super Scale Inc.,New Haven,CT,97823,USA,Unknown,100.00,2026-01-26 15:06:47
1356,10258,21,59.87,1257.27,2004-06-15,Shipped,2,6,2004,Vintage Cars,S18_4668,Tokyo Collectables, Ltd,Minato-ku,TO,106-0032,Japan,Unknown,100.00,2026-01-26 15:06:47
1357,10270,44,58.36,2567.84,2004-07-19,Shipped,3,7,2004,Vintage Cars,S18_4668,Souveniers And Things Co.,Chatswood,NS,2067,Australia,Unknown,100.00,2026-01-26 15:06:47
1358,10281,44,59.87,2634.28,2004-08-19,Shipped,3,8,2004,Vintage Cars,S18_4668,Diecast Classics Inc.,Allentown,PA,70267,USA,Unknown,100.00,2026-01-26 15:06:47
1359,10291,29,51.82,1502.78,2004-09-08,Shipped,3,9,2004,Vintage Cars,S18_4668,Scandinavian Gift Ideas,Boras,,S-844 67,Sweden,Unknown,100.00,2026-01-26 15:06:47
1360,10304,34,49.30,1676.20,2004-10-11,Shipped,4,10,2004,Vintage Cars,S18_4668,Auto Assoc. & Cie.,Versailles,,78000,France,Unknown,100.00,2026-01-26 15:06:47
1361,10312,39,56.85,2217.15,2004-10-21,Shipped,4,10,2004,Vintage Cars,S18_4668,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Unknown,100.00,2026-01-26 15:06:47
1362,10324,38,100.00,6832.02,2004-11-05,Shipped,4,11,2004,Vintage Cars,S18_4668,Vitachrome Inc.,NYC,NY,10022,USA,Unknown,100.00,2026-01-26 15:06:47
1363,10333,24,79.86,1916.64,2004-11-18,Shipped,4,11,2004,Vintage Cars,S18_4668,Mini Wheels Co.,San Francisco,CA,,USA,Unknown,100.00,2026-01-26 15:06:47
1364,10348,29,100.00,7110.80,2004-11-01,Shipped,4,11,2004,Vintage Cars,S18_4668,Corrida Auto Replicas, Ltd,Madrid,,28023,Spain,Unknown,100.00,2026-01-26 15:06:47
1365,10358,30,100.00,5302.80,2004-12-10,Shipped,4,12,2004,Vintage Cars,S18_4668,Euro Shopping Channel,Madrid,,28034,Spain,Unknown,100.00,2026-01-26 15:06:47
1366,10370,20,100.00,2730.00,2005-01-20,Shipped,1,1,2005,Vintage Cars,S18_4668,Anna's Decorations, Ltd,North Sydney,NS,2060,Australia,Unknown,100.00,2026-01-26 15:06:47
1367,10382,39,100.00,7827.30,2005-02-17,Shipped,1,2,2005,Vintage Cars,S18_4668,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Unknown,100.00,2026-01-26 15:06:47
1368,10411,35,59.87,2095.45,2005-05-01,Shipped,2,5,2005,Vintage Cars,S18_4668,Quebec Home Shopping Network,Montreal,QU,H1J 1C3,Canada,Unknown,100.00,2026-01-26 15:06:47
1369,10424,26,59.87,1556.62,2005-05-31,In Process,2,5,2005,Vintage Cars,S18_4668,Euro Shopping Channel,Madrid,,28034,Spain,Unknown,100.00,2026-01-26 15:06:47
1370,10108,44,100.00,5565.12,2003-03-03,Shipped,1,3,2003,Classic Cars,S18_4721,Cruz & Sons Co.,Makati City,,1227 MM,Philippines,Unknown,100.00,2026-01-26 15:06:47
1371,10122,28,100.00,3583.16,2003-05-08,Shipped,2,5,2003,Classic Cars,S18_4721,Marseille Mini Autos,Marseille,,13008,France,Unknown,100.00,2026-01-26 15:06:47
1372,10135,31,100.00,4705.18,2003-07-02,Shipped,3,7,2003,Classic Cars,S18_4721,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Unknown,100.00,2026-01-26 15:06:47
1373,10146,29,100.00,4444.54,2003-09-03,Shipped,3,9,2003,Classic Cars,S18_4721,Gift Ideas Corp.,Glendale,CT,97561,USA,Unknown,100.00,2026-01-26 15:06:47
1374,10159,32,100.00,4618.88,2003-10-10,Shipped,4,10,2003,Classic Cars,S18_4721,Corporate Gift Ideas Co.,San Francisco,CA,,USA,Unknown,100.00,2026-01-26 15:06:47
1375,10169,33,100.00,4910.40,2003-11-04,Shipped,4,11,2003,Classic Cars,S18_4721,Anna's Decorations, Ltd,North Sydney,NS,2060,Australia,Unknown,100.00,2026-01-26 15:06:47
1376,10180,44,100.00,5565.12,2003-11-11,Shipped,4,11,2003,Classic Cars,S18_4721,Daedalus Designs Imports,Lille,,59000,France,Unknown,100.00,2026-01-26 15:06:47
1377,10191,32,100.00,4237.76,2003-11-20,Shipped,4,11,2003,Classic Cars,S18_4721,Toms Spezialitten, Ltd,Koln,,50739,Germany,Unknown,100.00,2026-01-26 15:06:47
1378,10211,41,100.00,5673.58,2004-01-15,Shipped,1,1,2004,Classic Cars,S18_4721,Auto Canal Petit,Paris,,75016,France,Unknown,100.00,2026-01-26 15:06:47
1379,10225,35,100.00,5260.15,2004-02-22,Shipped,1,2,2004,Classic Cars,S18_4721,Vida Sport, Ltd,Gensve,,1203,Switzerland,Unknown,100.00,2026-01-26 15:06:47
1380,10238,44,100.00,6350.96,2004-04-09,Shipped,2,4,2004,Classic Cars,S18_4721,Danish Wholesale Imports,Kobenhavn,,1734,Denmark,Unknown,100.00,2026-01-26 15:06:47
1381,10252,26,100.00,3559.40,2004-05-26,Shipped,2,5,2004,Classic Cars,S18_4721,Auto Canal Petit,Paris,,75016,France,Unknown,100.00,2026-01-26 15:06:47
1382,10264,20,100.00,2410.60,2004-06-30,Shipped,2,6,2004,Classic Cars,S18_4721,Gifts4AllAges.com,Boston,MA,51003,USA,Unknown,100.00,2026-01-26 15:06:47
1383,10276,48,100.00,5713.92,2004-08-02,Shipped,3,8,2004,Classic Cars,S18_4721,Online Mini Collectables,Brickhaven,MA,58339,USA,Unknown,100.00,2026-01-26 15:06:47
1384,10287,34,100.00,4300.32,2004-08-30,Shipped,3,8,2004,Classic Cars,S18_4721,Vida Sport, Ltd,Gensve,,1203,Switzerland,Unknown,100.00,2026-01-26 15:06:47
1385,10299,49,100.00,7947.31,2004-09-30,Shipped,3,9,2004,Classic Cars,S18_4721,Toys of Finland, Co.,Helsinki,,21240,Finland,Unknown,100.00,2026-01-26 15:06:47
1386,10310,40,100.00,5356.80,2004-10-16,Shipped,4,10,2004,Classic Cars,S18_4721,Toms Spezialitten, Ltd,Koln,,50739,Germany,Unknown,100.00,2026-01-26 15:06:47
1387,10319,45,100.00,7901.10,2004-11-03,Shipped,4,11,2004,Classic Cars,S18_4721,Microscale Inc.,NYC,NY,10022,USA,Unknown,100.00,2026-01-26 15:06:47
1388,10330,50,100.00,6101.00,2004-11-16,Shipped,4,11,2004,Classic Cars,S18_4721,Cruz & Sons Co.,Makati City,,1227 MM,Philippines,Unknown,100.00,2026-01-26 15:06:47
1389,10342,38,100.00,6276.46,2004-11-24,Shipped,4,11,2004,Classic Cars,S18_4721,Australian Collectors, Co.,Melbourne,VI,3004,Australia,Unknown,100.00,2026-01-26 15:06:47
1390,10355,25,100.00,4203.50,2004-12-07,Shipped,4,12,2004,Classic Cars,S18_4721,Euro Shopping Channel,Madrid,,28034,Spain,Unknown,100.00,2026-01-26 15:06:47
1391,10363,28,58.18,1629.04,2005-01-06,Shipped,1,1,2005,Classic Cars,S18_4721,Suominen Souveniers,Espoo,,FIN-02271,Finland,Unknown,100.00,2026-01-26 15:06:47
1392,10378,49,67.14,3289.86,2005-02-10,Shipped,1,2,2005,Classic Cars,S18_4721,Euro Shopping Channel,Madrid,,28034,Spain,Unknown,100.00,2026-01-26 15:06:47
1393,10390,49,100.00,6862.94,2005-03-04,Shipped,1,3,2005,Classic Cars,S18_4721,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Unknown,100.00,2026-01-26 15:06:47
1394,10110,42,61.29,2574.18,2003-03-18,Shipped,1,3,2003,Classic Cars,S18_4933,AV Stores, Co.,Manchester,,EC2 5NT,UK,Unknown,100.00,2026-01-26 15:06:47
1395,10124,23,57.73,1327.79,2003-05-21,Shipped,2,5,2003,Classic Cars,S18_4933,Signal Gift Stores,Las Vegas,NV,83030,USA,Unknown,100.00,2026-01-26 15:06:47
1396,10148,29,81.25,2356.25,2003-09-11,Shipped,3,9,2003,Classic Cars,S18_4933,Anna's Decorations, Ltd,North Sydney,NS,2060,Australia,Unknown,100.00,2026-01-26 15:06:47
1397,10161,25,80.54,2013.50,2003-10-17,Shipped,4,10,2003,Classic Cars,S18_4933,Heintze Collectables,Aaarhus,,8200,Denmark,Unknown,100.00,2026-01-26 15:06:47
1398,10173,39,71.98,2807.22,2003-11-05,Shipped,4,11,2003,Classic Cars,S18_4933,Rovelli Gifts,Bergamo,,24100,Italy,Unknown,100.00,2026-01-26 15:06:47
1399,10182,44,69.84,3072.96,2003-11-12,Shipped,4,11,2003,Classic Cars,S18_4933,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Unknown,100.00,2026-01-26 15:06:47
1400,10193,25,76.26,1906.50,2003-11-21,Shipped,4,11,2003,Classic Cars,S18_4933,Australian Collectables, Ltd,Glen Waverly,VI,3150,Australia,Unknown,100.00,2026-01-26 15:06:47
1401,10204,45,76.26,3431.70,2003-12-02,Shipped,4,12,2003,Classic Cars,S18_4933,Muscle Machine Inc,NYC,NY,10022,USA,Unknown,100.00,2026-01-26 15:06:47
1402,10213,25,83.39,2084.75,2004-01-22,Shipped,1,1,2004,Classic Cars,S18_4933,Double Decker Gift Stores, Ltd,London,,WA1 1DP,UK,Unknown,100.00,2026-01-26 15:06:47
1403,10227,37,57.73,2136.01,2004-03-02,Shipped,1,3,2004,Classic Cars,S18_4933,Saveley & Henriot, Co.,Lyon,,69004,France,Unknown,100.00,2026-01-26 15:06:47
1404,10241,30,66.99,2009.70,2004-04-13,Shipped,2,4,2004,Classic Cars,S18_4933,Mini Caravy,Strasbourg,,67000,France,Unknown,100.00,2026-01-26 15:06:47
1405,10267,36,75.55,2719.80,2004-07-07,Shipped,3,7,2004,Classic Cars,S18_4933,Muscle Machine Inc,NYC,NY,10022,USA,Unknown,100.00,2026-01-26 15:06:47
1406,10279,26,60.58,1575.08,2004-08-09,Shipped,3,8,2004,Classic Cars,S18_4933,Euro Shopping Channel,Madrid,,28034,Spain,Unknown,100.00,2026-01-26 15:06:47
1407,10288,23,73.41,1688.43,2004-09-01,Shipped,3,9,2004,Classic Cars,S18_4933,Handji Gifts& Co,Singapore,,69045,Singapore,Unknown,100.00,2026-01-26 15:06:47
1408,10302,23,72.70,1672.10,2003-10-06,Shipped,4,10,2003,Classic Cars,S18_4933,UK Collectables, Ltd.,Liverpool,,WX1 6LT,UK,Unknown,100.00,2026-01-26 15:06:47
1409,10311,25,66.99,1674.75,2004-10-16,Shipped,4,10,2004,Classic Cars,S18_4933,Euro Shopping Channel,Madrid,,28034,Spain,Unknown,100.00,2026-01-26 15:06:47
1410,10332,21,100.00,3472.98,2004-11-17,Shipped,4,11,2004,Classic Cars,S18_4933,AV Stores, Co.,Manchester,,EC2 5NT,UK,Unknown,100.00,2026-01-26 15:06:47
1411,10344,26,63.43,1649.18,2004-11-25,Shipped,4,11,2004,Classic Cars,S18_4933,Marseille Mini Autos,Marseille,,13008,France,Unknown,100.00,2026-01-26 15:06:47
1412,10367,44,85.25,3751.00,2005-01-12,Resolved,1,1,2005,Classic Cars,S18_4933,Toys4GrownUps.com,Pasadena,CA,90003,USA,Unknown,100.00,2026-01-26 15:06:47
1413,10380,24,100.00,4536.00,2005-02-16,Shipped,1,2,2005,Classic Cars,S18_4933,Euro Shopping Channel,Madrid,,28034,Spain,Unknown,100.00,2026-01-26 15:06:47
1414,10407,66,66.99,4421.34,2005-04-22,On Hold,2,4,2005,Classic Cars,S18_4933,The Sharp Gifts Warehouse,San Jose,CA,94217,USA,Unknown,100.00,2026-01-26 15:06:47
1415,10420,36,57.73,2078.28,2005-05-29,In Process,2,5,2005,Classic Cars,S18_4933,Souveniers And Things Co.,Chatswood,NS,2067,Australia,Unknown,100.00,2026-01-26 15:06:47
1416,10110,36,85.25,3069.00,2003-03-18,Shipped,1,3,2003,Classic Cars,S24_1046,AV Stores, Co.,Manchester,,EC2 5NT,UK,Unknown,100.00,2026-01-26 15:06:47
1417,10124,22,77.90,1713.80,2003-05-21,Shipped,2,5,2003,Classic Cars,S24_1046,Signal Gift Stores,Las Vegas,NV,83030,USA,Unknown,100.00,2026-01-26 15:06:47
1418,10148,25,60.26,1506.50,2003-09-11,Shipped,3,9,2003,Classic Cars,S24_1046,Anna's Decorations, Ltd,North Sydney,NS,2060,Australia,Unknown,100.00,2026-01-26 15:06:47
1419,10161,37,72.76,2692.12,2003-10-17,Shipped,4,10,2003,Classic Cars,S24_1046,Heintze Collectables,Aaarhus,,8200,Denmark,Unknown,100.00,2026-01-26 15:06:47
1420,10172,32,75.69,2422.08,2003-11-05,Shipped,4,11,2003,Classic Cars,S24_1046,Gift Depot Inc.,Bridgewater,CT,97562,USA,Unknown,100.00,2026-01-26 15:06:47
1421,10182,47,74.22,3488.34,2003-11-12,Shipped,4,11,2003,Classic Cars,S24_1046,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Unknown,100.00,2026-01-26 15:06:47
1422,10192,37,69.82,2583.34,2003-11-20,Shipped,4,11,2003,Classic Cars,S24_1046,Online Diecast Creations Co.,Nashua,NH,62005,USA,Unknown,100.00,2026-01-26 15:06:47
1423,10204,20,62.47,1249.40,2003-12-02,Shipped,4,12,2003,Classic Cars,S24_1046,Muscle Machine Inc,NYC,NY,10022,USA,Unknown,100.00,2026-01-26 15:06:47
1424,10212,41,82.31,3374.71,2004-01-16,Shipped,1,1,2004,Classic Cars,S24_1046,Euro Shopping Channel,Madrid,,28034,Spain,Unknown,100.00,2026-01-26 15:06:47
1425,10226,21,60.26,1265.46,2004-02-26,Shipped,1,2,2004,Classic Cars,S24_1046,Collectable Mini Designs Co.,San Diego,CA,91217,USA,Unknown,100.00,2026-01-26 15:06:47
1426,10241,22,76.43,1681.46,2004-04-13,Shipped,2,4,2004,Classic Cars,S24_1046,Mini Caravy,Strasbourg,,67000,France,Unknown,100.00,2026-01-26 15:06:47
1427,10267,40,80.10,3204.00,2004-07-07,Shipped,3,7,2004,Classic Cars,S24_1046,Muscle Machine Inc,NYC,NY,10022,USA,Unknown,100.00,2026-01-26 15:06:47
1428,10279,32,74.96,2398.72,2004-08-09,Shipped,3,8,2004,Classic Cars,S24_1046,Euro Shopping Channel,Madrid,,28034,Spain,Unknown,100.00,2026-01-26 15:06:47
1429,10288,36,66.14,2381.04,2004-09-01,Shipped,3,9,2004,Classic Cars,S24_1046,Handji Gifts& Co,Singapore,,69045,Singapore,Unknown,100.00,2026-01-26 15:06:47
1430,10301,27,72.02,1944.54,2003-10-05,Shipped,4,10,2003,Classic Cars,S24_1046,Norway Gifts By Mail, Co.,Oslo,,N 0106,Norway,Unknown,100.00,2026-01-26 15:06:47
1431,10311,26,87.45,2273.70,2004-10-16,Shipped,4,10,2004,Classic Cars,S24_1046,Euro Shopping Channel,Madrid,,28034,Spain,Unknown,100.00,2026-01-26 15:06:47
1432,10321,30,70.55,2116.50,2004-11-04,Shipped,4,11,2004,Classic Cars,S24_1046,FunGiftIdeas.com,New Bedford,MA,50553,USA,Unknown,100.00,2026-01-26 15:06:47
1433,10332,23,56.84,1307.32,2004-11-17,Shipped,4,11,2004,Classic Cars,S24_1046,AV Stores, Co.,Manchester,,EC2 5NT,UK,Unknown,100.00,2026-01-26 15:06:47
1434,10344,29,59.53,1726.37,2004-11-25,Shipped,4,11,2004,Classic Cars,S24_1046,Marseille Mini Autos,Marseille,,13008,France,Unknown,100.00,2026-01-26 15:06:47
1435,10367,21,60.37,1267.77,2005-01-12,Resolved,1,1,2005,Classic Cars,S24_1046,Toys4GrownUps.com,Pasadena,CA,90003,USA,Unknown,100.00,2026-01-26 15:06:47
1436,10380,34,100.00,3441.82,2005-02-16,Shipped,1,2,2005,Classic Cars,S24_1046,Euro Shopping Channel,Madrid,,28034,Spain,Unknown,100.00,2026-01-26 15:06:47
1437,10407,26,76.43,1987.18,2005-04-22,On Hold,2,4,2005,Classic Cars,S24_1046,The Sharp Gifts Warehouse,San Jose,CA,94217,USA,Unknown,100.00,2026-01-26 15:06:47
1438,10420,60,64.67,3880.20,2005-05-29,In Process,2,5,2005,Classic Cars,S24_1046,Souveniers And Things Co.,Chatswood,NS,2067,Australia,Unknown,100.00,2026-01-26 15:06:47
1439,10104,35,55.49,1942.15,2003-01-31,Shipped,1,1,2003,Classic Cars,S24_1444,Euro Shopping Channel,Madrid,,28034,Spain,Unknown,100.00,2026-01-26 15:06:47
1440,10115,47,69.36,3259.92,2003-04-04,Shipped,2,4,2003,Classic Cars,S24_1444,Classic Legends Inc.,NYC,NY,10022,USA,Unknown,100.00,2026-01-26 15:06:47
1441,10127,20,60.69,1213.80,2003-06-03,Shipped,2,6,2003,Classic Cars,S24_1444,Muscle Machine Inc,NYC,NY,10022,USA,Unknown,100.00,2026-01-26 15:06:47
1442,10141,20,54.33,1086.60,2003-08-01,Shipped,3,8,2003,Classic Cars,S24_1444,Suominen Souveniers,Espoo,,FIN-02271,Finland,Unknown,100.00,2026-01-26 15:06:47
1443,10152,25,65.31,1632.75,2003-09-25,Shipped,3,9,2003,Classic Cars,S24_1444,Australian Gift Network, Co,South Brisbane,QU,4101,Australia,Unknown,100.00,2026-01-26 15:06:47
1444,10165,25,69.36,1734.00,2003-10-22,Shipped,4,10,2003,Classic Cars,S24_1444,Dragon Souveniers, Ltd.,Singapore,,79903,Singapore,Unknown,100.00,2026-01-26 15:06:47
1445,10176,27,68.78,1857.06,2003-11-06,Shipped,4,11,2003,Classic Cars,S24_1444,L'ordine Souveniers,Reggio Emilia,,42100,Italy,Unknown,100.00,2026-01-26 15:06:47
1446,10184,31,60.11,1863.41,2003-11-14,Shipped,4,11,2003,Classic Cars,S24_1444,Iberia Gift Imports, Corp.,Sevilla,,41101,Spain,Unknown,100.00,2026-01-26 15:06:47
1447,10195,44,66.47,2924.68,2003-11-25,Shipped,4,11,2003,Classic Cars,S24_1444,Mini Classics,White Plains,NY,24067,USA,Unknown,100.00,2026-01-26 15:06:47
1448,10207,49,46.82,2294.18,2003-12-09,Shipped,4,12,2003,Classic Cars,S24_1444,Diecast Collectables,Boston,MA,51003,USA,Unknown,100.00,2026-01-26 15:06:47
1449,10220,26,56.07,1457.82,2004-02-12,Shipped,1,2,2004,Classic Cars,S24_1444,Clover Collections, Co.,Dublin,,2,Ireland,Unknown,100.00,2026-01-26 15:06:47
1450,10230,36,54.33,1955.88,2004-03-15,Shipped,1,3,2004,Classic Cars,S24_1444,Blauer See Auto, Co.,Frankfurt,,60528,Germany,Unknown,100.00,2026-01-26 15:06:47
1451,10246,44,52.60,2314.40,2004-05-05,Shipped,2,5,2004,Classic Cars,S24_1444,Euro Shopping Channel,Madrid,,28034,Spain,Unknown,100.00,2026-01-26 15:06:47
1452,10259,28,46.82,1310.96,2004-06-15,Shipped,2,6,2004,Classic Cars,S24_1444,Handji Gifts& Co,Singapore,,69045,Singapore,Unknown,100.00,2026-01-26 15:06:47
1453,10271,45,64.74,2913.30,2004-07-20,Shipped,3,7,2004,Classic Cars,S24_1444,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Unknown,100.00,2026-01-26 15:06:47
1454,10282,29,46.82,1357.78,2004-08-20,Shipped,3,8,2004,Classic Cars,S24_1444,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Unknown,100.00,2026-01-26 15:06:47
1455,10292,40,53.75,2150.00,2004-09-08,Shipped,3,9,2004,Classic Cars,S24_1444,Land of Toys Inc.,NYC,NY,10022,USA,Unknown,100.00,2026-01-26 15:06:47
1456,10305,45,61.85,2783.25,2004-10-13,Shipped,4,10,2004,Classic Cars,S24_1444,Marta's Replicas Co.,Cambridge,MA,51247,USA,Unknown,100.00,2026-01-26 15:06:47
1457,10314,44,53.18,2339.92,2004-10-22,Shipped,4,10,2004,Classic Cars,S24_1444,Heintze Collectables,Aaarhus,,8200,Denmark,Unknown,100.00,2026-01-26 15:06:47
1458,10324,25,69.16,1729.00,2004-11-05,Shipped,4,11,2004,Classic Cars,S24_1444,Vitachrome Inc.,NYC,NY,10022,USA,Unknown,100.00,2026-01-26 15:06:47
1459,10336,45,100.00,5972.40,2004-11-20,Shipped,4,11,2004,Classic Cars,S24_1444,La Corne D'abondance, Co.,Paris,,75012,France,Unknown,100.00,2026-01-26 15:06:47
1460,10349,48,47.40,2275.20,2004-12-01,Shipped,4,12,2004,Classic Cars,S24_1444,Muscle Machine Inc,NYC,NY,10022,USA,Unknown,100.00,2026-01-26 15:06:47
1461,10358,44,60.76,2673.44,2004-12-10,Shipped,4,12,2004,Classic Cars,S24_1444,Euro Shopping Channel,Madrid,,28034,Spain,Unknown,100.00,2026-01-26 15:06:47
1462,10371,25,97.27,2431.75,2005-01-23,Shipped,1,1,2005,Classic Cars,S24_1444,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Unknown,100.00,2026-01-26 15:06:47
1463,10383,22,91.76,2018.72,2005-02-22,Shipped,1,2,2005,Classic Cars,S24_1444,Euro Shopping Channel,Madrid,,28034,Spain,Unknown,100.00,2026-01-26 15:06:47
1464,10394,31,50.29,1558.99,2005-03-15,Shipped,1,3,2005,Classic Cars,S24_1444,Euro Shopping Channel,Madrid,,28034,Spain,Unknown,100.00,2026-01-26 15:06:47
1465,10412,21,52.60,1104.60,2005-05-03,Shipped,2,5,2005,Classic Cars,S24_1444,Euro Shopping Channel,Madrid,,28034,Spain,Unknown,100.00,2026-01-26 15:06:47
1466,10425,55,46.82,2575.10,2005-05-31,In Process,2,5,2005,Classic Cars,S24_1444,La Rochelle Gifts,Nantes,,44000,France,Unknown,100.00,2026-01-26 15:06:47
1467,10107,25,100.00,2845.75,2003-02-24,Shipped,1,2,2003,Motorcycles,S24_1578,Land of Toys Inc.,NYC,NY,10022,USA,Unknown,100.00,2026-01-26 15:06:47
1468,10120,35,98.05,3431.75,2003-04-29,Shipped,2,4,2003,Motorcycles,S24_1578,Australian Collectors, Co.,Melbourne,VI,3004,Australia,Unknown,100.00,2026-01-26 15:06:47
1469,10134,35,93.54,3273.90,2003-07-01,Shipped,3,7,2003,Motorcycles,S24_1578,Lyon Souveniers,Paris,,75508,France,Unknown,100.00,2026-01-26 15:06:47
1470,10145,43,95.80,4119.40,2003-08-25,Shipped,3,8,2003,Motorcycles,S24_1578,Toys4GrownUps.com,Pasadena,CA,90003,USA,Unknown,100.00,2026-01-26 15:06:47
1471,10159,44,100.00,5355.68,2003-10-10,Shipped,4,10,2003,Motorcycles,S24_1578,Corporate Gift Ideas Co.,San Francisco,CA,,USA,Unknown,100.00,2026-01-26 15:06:47
1472,10168,50,100.00,5747.50,2003-10-28,Shipped,4,10,2003,Motorcycles,S24_1578,Technics Stores Inc.,Burlingame,CA,94217,USA,Unknown,100.00,2026-01-26 15:06:47
1473,10180,48,100.00,5355.36,2003-11-11,Shipped,4,11,2003,Motorcycles,S24_1578,Daedalus Designs Imports,Lille,,59000,France,Unknown,100.00,2026-01-26 15:06:47
1474,10188,25,100.00,2535.75,2003-11-18,Shipped,4,11,2003,Motorcycles,S24_1578,Herkku Gifts,Bergen,,N 5804,Norway,Unknown,100.00,2026-01-26 15:06:47
1475,10201,39,100.00,4351.23,2003-12-01,Shipped,4,12,2003,Motorcycles,S24_1578,Mini Wheels Co.,San Francisco,CA,,USA,Unknown,100.00,2026-01-26 15:06:47
1476,10211,25,90.16,2254.00,2004-01-15,Shipped,1,1,2004,Motorcycles,S24_1578,Auto Canal Petit,Paris,,75016,France,Unknown,100.00,2026-01-26 15:06:47
1477,10223,32,91.29,2921.28,2004-02-20,Shipped,1,2,2004,Motorcycles,S24_1578,Australian Collectors, Co.,Melbourne,VI,3004,Australia,Unknown,100.00,2026-01-26 15:06:47
1478,10237,20,100.00,2299.00,2004-04-05,Shipped,2,4,2004,Motorcycles,S24_1578,Vitachrome Inc.,NYC,NY,10022,USA,Unknown,100.00,2026-01-26 15:06:47
1479,10251,26,100.00,2637.18,2004-05-18,Shipped,2,5,2004,Motorcycles,S24_1578,Tekni Collectables Inc.,Newark,NJ,94019,USA,Unknown,100.00,2026-01-26 15:06:47
1480,10263,42,100.00,4307.52,2004-06-28,Shipped,2,6,2004,Motorcycles,S24_1578,Gift Depot Inc.,Bridgewater,CT,97562,USA,Unknown,100.00,2026-01-26 15:06:47
1481,10275,21,100.00,2153.76,2004-07-23,Shipped,3,7,2004,Motorcycles,S24_1578,La Rochelle Gifts,Nantes,,44000,France,Unknown,100.00,2026-01-26 15:06:47
1482,10285,34,100.00,3716.88,2004-08-27,Shipped,3,8,2004,Motorcycles,S24_1578,Marta's Replicas Co.,Cambridge,MA,51247,USA,Unknown,100.00,2026-01-26 15:06:47
1483,10299,47,100.00,5455.76,2004-09-30,Shipped,3,9,2004,Motorcycles,S24_1578,Toys of Finland, Co.,Helsinki,,21240,Finland,Unknown,100.00,2026-01-26 15:06:47
1484,10309,21,100.00,2650.62,2004-10-15,Shipped,4,10,2004,Motorcycles,S24_1578,Baane Mini Imports,Stavern,,4110,Norway,Unknown,100.00,2026-01-26 15:06:47
1485,10318,48,100.00,6437.28,2004-11-02,Shipped,4,11,2004,Motorcycles,S24_1578,Diecast Classics Inc.,Allentown,PA,70267,USA,Unknown,100.00,2026-01-26 15:06:47
1486,10329,30,87.78,2633.40,2004-11-15,Shipped,4,11,2004,Motorcycles,S24_1578,Land of Toys Inc.,NYC,NY,10022,USA,Unknown,100.00,2026-01-26 15:06:47
1487,10339,27,84.39,2278.53,2004-11-23,Shipped,4,11,2004,Motorcycles,S24_1578,Tokyo Collectables, Ltd,Minato-ku,TO,106-0032,Japan,Unknown,100.00,2026-01-26 15:06:47
1488,10362,50,96.92,4846.00,2005-01-05,Shipped,1,1,2005,Motorcycles,S24_1578,Technics Stores Inc.,Burlingame,CA,94217,USA,Unknown,100.00,2026-01-26 15:06:47
1489,10374,38,100.00,4197.10,2005-02-02,Shipped,1,2,2005,Motorcycles,S24_1578,Australian Gift Network, Co,South Brisbane,QU,4101,Australia,Unknown,100.00,2026-01-26 15:06:47
1490,10389,45,100.00,4597.65,2005-03-03,Shipped,1,3,2005,Motorcycles,S24_1578,Scandinavian Gift Ideas,Boras,,S-844 67,Sweden,Unknown,100.00,2026-01-26 15:06:47
1491,10403,46,100.00,5287.70,2005-04-08,Shipped,2,4,2005,Motorcycles,S24_1578,UK Collectables, Ltd.,Liverpool,,WX1 6LT,UK,Unknown,100.00,2026-01-26 15:06:47
1492,10417,35,100.00,3550.05,2005-05-13,Disputed,2,5,2005,Motorcycles,S24_1578,Euro Shopping Channel,Madrid,,28034,Spain,Unknown,100.00,2026-01-26 15:06:47
1493,10110,29,59.37,1721.73,2003-03-18,Shipped,1,3,2003,Classic Cars,S24_1628,AV Stores, Co.,Manchester,,EC2 5NT,UK,Unknown,100.00,2026-01-26 15:06:47
1494,10123,50,59.87,2993.50,2003-05-20,Shipped,2,5,2003,Classic Cars,S24_1628,Atelier graphique,Nantes,,44000,France,Unknown,100.00,2026-01-26 15:06:47
1495,10137,26,49.81,1295.06,2003-07-10,Shipped,3,7,2003,Classic Cars,S24_1628,Reims Collectables,Reims,,51100,France,Unknown,100.00,2026-01-26 15:06:47
1496,10148,47,56.85,2671.95,2003-09-11,Shipped,3,9,2003,Classic Cars,S24_1628,Anna's Decorations, Ltd,North Sydney,NS,2060,Australia,Unknown,100.00,2026-01-26 15:06:47
1497,10161,23,53.33,1226.59,2003-10-17,Shipped,4,10,2003,Classic Cars,S24_1628,Heintze Collectables,Aaarhus,,8200,Denmark,Unknown,100.00,2026-01-26 15:06:47
